Teil;TA;Bezeichnung1;Bezeichnung2;Bezeichnung3;Bezeichnung4;RMNr;Aktivität;rMenge;Sollte;Istte;ZEte;IstteSek;Solltr;Isttr;ZEtr;Zustand;Isttesn;IstteSollte;IsttrSolltr
KK-S507-115-AA;1;Kühlkörper S507 115mm;mit Madenschrauben und SIL;;;63395;KK vormontieren;50;1.500,00;3.954,00;Sek;3954;10;0;Min;nein;79,1;264%;0%
KK-S507-115-AA;1;Kühlkörper S507 115mm;mit Madenschrauben und SIL;;;63582;KK vormontieren;50;1.500,00;3.239,00;Sek;3239;10;0;Min;nein;64,8;216%;0%
KK-S507-115-AA;1;Kühlkörper S507 115mm;mit Madenschrauben und SIL;;;64328;KK vormontieren;50;1.500,00;4.443,00;Sek;4443;10;0;Min;nein;88,9;296%;0%
KK-S507-115-AA;1;Kühlkörper S507 115mm;mit Madenschrauben und SIL;;;64742;KK vormontieren;50;1.500,00;4.182,00;Sek;4182;10;0;Min;nein;83,6;279%;0%
KK-S507-115-AA;1;Kühlkörper S507 115mm;mit Madenschrauben und SIL;;;65568;KK vormontieren;50;1.500,00;7.851,00;Sek;7851;10;0;Min;nein;157,0;523%;0%
KK-S507-115-AA;1;Kühlkörper S507 115mm;mit Madenschrauben und SIL;;;66705;KK vormontieren;50;1.500,00;6.989,00;Sek;6989;10;0;Min;nein;139,8;466%;0%
KK-S507-115-AA;1;Kühlkörper S507 115mm;mit Madenschrauben und SIL;;;66923;KK vormontieren;50;1.500,00;7.186,00;Sek;7186;10;0;Min;nein;143,7;479%;0%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;52683;KK-S507-115-AA-001;103;23.175,00;22.995,00;Sek;22995;10;10;Min;nein;223,3;99%;100%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;53250;KK-S507-115-AA-001;10;2.250,00;2.545,00;Sek;2545;10;0,13;Min;nein;254,5;113%;1%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;53516;KK-S507-115-AA-001;30;6.750,00;4.185,00;Sek;4185;10;0,12;Min;nein;139,5;62%;1%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;53922;KK-S507-115-AA-001;10;2.250,00;1.478,00;Sek;1478;10;0,12;Min;nein;147,8;66%;1%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;54049;KK-S507-115-AA-001;60;13.500,00;30.613,00;Sek;30613;10;10;Min;nein;510,2;227%;100%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;54077;KK-S507-115-AA-001;120;27.000,00;27.367,00;Sek;27367;10;0;Min;nein;228,1;101%;0%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;54566;KK-S507-115-AA-001;30;6.750,00;5.701,00;Sek;5701;10;10;Min;nein;190,0;84%;100%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;54663;KK-S507-115-AA-001;30;6.750,00;3.841,00;Sek;3841;10;0;Min;nein;128,0;57%;0%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;55072;KK-S507-115-AA-001;262;58.950,00;68.758,00;Sek;68758;10;10;Min;nein;262,4;117%;100%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;56728;KK-S507-115-AA-001;30;6.750,00;4.900,00;Sek;4900;10;0,13;Min;nein;163,3;73%;1%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;56948;KK-S507-115-AA-001;30;6.750,00;5.775,00;Sek;5775;10;0;Min;nein;192,5;86%;0%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;57117;KK-S507-115-AA-001;130;29.250,00;34.729,00;Sek;34729;10;0,29;Min;nein;267,1;119%;3%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;58183;KK-S507-115-AA-001;80;18.000,00;20.307,00;Sek;20307;10;6,06;Min;nein;253,8;113%;61%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;58455;KK-S507-115-AA-001;30;6.750,00;8.993,00;Sek;8993;10;0,2;Min;nein;299,8;133%;2%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;58592;KK-S507-115-AA-001;150;33.750,00;37.637,00;Sek;37637;10;10;Min;nein;250,9;112%;100%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;58765;KK-S507-115-AA-001;30;6.750,00;6.474,00;Sek;6474;10;0,12;Min;nein;215,8;96%;1%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;59594;KK-S507-115-AA-001;60;13.500,00;10.337,00;Sek;10337;10;0,13;Min;nein;172,3;77%;1%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;59689;KK-S507-115-AA-001;60;13.500,00;10.032,00;Sek;10032;10;10,12;Min;nein;167,2;74%;101%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;59978;KK-S507-115-AA-001;30;6.750,00;7.616,00;Sek;7616;10;0,38;Min;nein;253,9;113%;4%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;60050;KK-S507-115-AA-001;30;6.750,00;8.639,00;Sek;8639;10;0;Min;nein;288,0;128%;0%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;60171;KK-S507-115-AA-001;5;1.125,00;1.087,00;Sek;1087;10;0,17;Min;nein;217,4;97%;2%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;60491;KK-S507-115-AA-001;60;13.500,00;14.367,00;Sek;14367;10;10;Min;nein;239,5;106%;100%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;60978;KK-S507-115-AA-001;90;20.250,00;15.867,00;Sek;15867;10;0,17;Min;nein;176,3;78%;2%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;61533;KK-S507-115-AA-001;30;6.750,00;919;Sek;919;10;90;Min;nein;30,6;14%;900%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;61869;KK-S507-115-AA-001;190;42.750,00;38.226,00;Sek;38226;10;0,3;Min;nein;201,2;89%;3%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;62363;KK-S507-115-AA-001;20;4.500,00;7.363,00;Sek;7363;10;0,4;Min;nein;368,2;164%;4%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;62488;KK-S507-115-AA-001;30;6.750,00;12.000,00;Sek;12000;10;0;Min;nein;400,0;178%;0%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;62726;KK-S507-115-AA-001;30;6.750,00;5.555,00;Sek;5555;10;0,12;Min;nein;185,2;82%;1%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;62847;KK-S507-115-AA-001;30;6.750,00;10.549,00;Sek;10549;10;0,18;Min;nein;351,6;156%;2%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;63104;KK-S507-115-AA-001;30;6.750,00;7.035,00;Sek;7035;10;10,12;Min;nein;234,5;104%;101%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;63356;KK-S507-115-AA-001;33;7.425,00;5.070,00;Sek;5070;10;10;Min;nein;153,6;68%;100%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;63573;KK-S507-115-AA-001;60;13.500,00;13.817,00;Sek;13817;10;0,12;Min;nein;230,3;102%;1%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;64222;KK-S507-115-AA-001;30;6.750,00;7.201,00;Sek;7201;10;0,15;Min;nein;240,0;107%;2%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;64704;KK-S507-115-AA-001;30;6.750,00;6.178,00;Sek;6178;10;0,13;Min;nein;205,9;92%;1%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;64705;KK-S507-115-AA-001;30;6.750,00;13.914,00;Sek;13914;10;10;Min;nein;463,8;206%;100%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;65103;KK-S507-115-AA-001;30;6.750,00;5.667,00;Sek;5667;10;0,08;Min;nein;188,9;84%;1%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;65690;KK-S507-115-AA-001;30;6.750,00;5.107,00;Sek;5107;10;0;Min;nein;170,2;76%;0%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;66713;KK-S507-115-AA-001;30;6.750,00;12.839,00;Sek;12839;10;0,13;Min;nein;428,0;190%;1%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;66868;KK-S507-115-AA-001;30;6.750,00;12.345,00;Sek;12345;10;0,13;Min;nein;411,5;183%;1%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;66897;KK-S507-115-AA-001;30;6.750,00;10.084,00;Sek;10084;10;0;Min;nein;336,1;149%;0%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;67146;KK-S507-115-AA-001;30;6.750,00;11.898,00;Sek;11898;10;10;Min;nein;396,6;176%;100%
KK-S507-115-AA-001;1;Kühlkörper S507 100mm bestückt;mit Elektronik und Schrauben;;;46681;KK-S507-115-AA-001;5;1.125,00;2.068,00;Sek;2068;0;0,12;Min;nein;413,6;184%;#DIV/0!
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;43008;KK vormontieren;385;3.850,00;54.240,00;Sek;54240;0;0;Min;nein;140,9;1409%;#DIV/0!
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;43268;KK vormontieren;110;1.100,00;6.362,00;Sek;6362;0;0;Min;nein;57,8;578%;#DIV/0!
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;43738;KK vormontieren;110;1.100,00;10.190,00;Sek;10190;0;0;Min;nein;92,6;926%;#DIV/0!
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;44238;KK vormontieren;110;1.100,00;7.884,00;Sek;7884;0;0;Min;nein;71,7;717%;#DIV/0!
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;47637;KK vormontieren;400;12.000,00;13.815,00;Sek;13815;10;0;Min;nein;34,5;115%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;47962;KK vormontieren;100;3.000,00;4.851,00;Sek;4851;10;0;Min;nein;48,5;162%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;48470;KK vormontieren;200;6.000,00;8.238,00;Sek;8238;10;0;Min;nein;41,2;137%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;49155;KK vormontieren;300;9.000,00;12.896,00;Sek;12896;10;0;Min;nein;43,0;143%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;50202;KK vormontieren;141;4.230,00;7.000,00;Sek;7000;10;0;Min;nein;49,6;165%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;50603;KK vormontieren;100;3.000,00;9.760,00;Sek;9760;10;0;Min;nein;97,6;325%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;51045;KK vormontieren;200;6.000,00;14.225,00;Sek;14225;10;0;Min;nein;71,1;237%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;51328;KK vormontieren;200;6.000,00;8.254,00;Sek;8254;10;10;Min;nein;41,3;138%;100%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;51433;KK vormontieren;200;6.000,00;15.373,00;Sek;15373;10;0;Min;nein;76,9;256%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;51817;KK vormontieren;200;6.000,00;10.335,00;Sek;10335;10;10;Min;nein;51,7;172%;100%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;52221;KK vormontieren;300;9.000,00;20.112,00;Sek;20112;10;0;Min;nein;67,0;223%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;52375;KK vormontieren;300;9.000,00;20.652,00;Sek;20652;10;0;Min;nein;68,8;229%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;54134;KK vormontieren;200;6.000,00;14.294,00;Sek;14294;10;0;Min;nein;71,5;238%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;54668;KK vormontieren;100;3.000,00;6.237,00;Sek;6237;10;0;Min;nein;62,4;208%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;55343;KK vormontieren;100;3.000,00;3.216,00;Sek;3216;10;0;Min;nein;32,2;107%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;55884;KK vormontieren;100;3.000,00;7.763,00;Sek;7763;10;0;Min;nein;77,6;259%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;56254;KK vormontieren;200;6.000,00;8.421,00;Sek;8421;10;0;Min;nein;42,1;140%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;56611;KK vormontieren;100;3.000,00;4.773,00;Sek;4773;10;0;Min;nein;47,7;159%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;56960;KK vormontieren;300;9.000,00;26.927,00;Sek;26927;10;0;Min;nein;89,8;299%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;57893;KK vormontieren;200;6.000,00;14.921,00;Sek;14921;10;0;Min;nein;74,6;249%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;58617;KK vormontieren;100;3.000,00;3.793,00;Sek;3793;10;0;Min;nein;37,9;126%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;59028;KK vormontieren;100;3.000,00;6.228,00;Sek;6228;10;10;Min;nein;62,3;208%;100%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;59312;KK vormontieren;400;12.000,00;21.368,00;Sek;21368;10;0;Min;nein;53,4;178%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;59606;KK vormontieren;100;3.000,00;5.149,00;Sek;5149;10;0;Min;nein;51,5;172%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;60255;KK vormontieren;100;3.000,00;5.860,00;Sek;5860;10;0;Min;nein;58,6;195%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;60795;KK vormontieren;100;3.000,00;4.467,00;Sek;4467;10;0;Min;nein;44,7;149%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;61166;KK vormontieren;100;3.000,00;2.673,00;Sek;2673;10;0;Min;nein;26,7;89%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;61280;KK vormontieren;100;3.000,00;4.115,00;Sek;4115;10;0;Min;nein;41,2;137%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;61640;KK vormontieren;100;3.000,00;4.768,00;Sek;4768;10;0;Min;nein;47,7;159%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;61978;KK vormontieren;100;3.000,00;11.755,00;Sek;11755;10;10;Min;nein;117,6;392%;100%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;62319;KK vormontieren;100;3.000,00;6.753,00;Sek;6753;10;0;Min;nein;67,5;225%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;62968;KK vormontieren;200;6.000,00;9.262,00;Sek;9262;10;0;Min;nein;46,3;154%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;63631;KK vormontieren;600;18.000,00;31.732,00;Sek;31732;10;10;Min;nein;52,9;176%;100%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;63648;KK vormontieren;100;3.000,00;7.742,00;Sek;7742;10;10;Min;nein;77,4;258%;100%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;64340;KK vormontieren;300;9.000,00;11.228,00;Sek;11228;10;0;Min;nein;37,4;125%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;65475;KK vormontieren;124;3.720,00;8.185,00;Sek;8185;10;0;Min;nein;66,0;220%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;65543;KK vormontieren;100;3.000,00;6.535,00;Sek;6535;10;0;Min;nein;65,4;218%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;65563;KK vormontieren;100;3.000,00;6.459,00;Sek;6459;10;0;Min;nein;64,6;215%;0%
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;44905;KK vormontieren;165;1.650,00;15.177,00;Sek;15177;0;0;Min;nein;92,0;920%;#DIV/0!
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;45030;KK vormontieren;164;1.640,00;8.090,00;Sek;8090;0;0;Min;nein;49,3;493%;#DIV/0!
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;45416;KK vormontieren;55;550;4.102,00;Sek;4102;0;0;Min;nein;74,6;746%;#DIV/0!
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;45837;KK vormontieren;97;970;8.458,00;Sek;8458;0;0;Min;nein;87,2;872%;#DIV/0!
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;46517;KK vormontieren;100;1.000,00;3.603,00;Sek;3603;0;0;Min;nein;36,0;360%;#DIV/0!
KK-S507-75-AA;1;Kühlkörper S507 75mm;mit Madenschrauben und SIL;;;46887;KK vormontieren;204;6.120,00;14.269,00;Sek;14269;0;0;Min;nein;69,9;233%;#DIV/0!
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;43166;KK-S507-75-AA-001;60;2.700,00;3.267,00;Sek;3267;0;0,12;Min;nein;54,5;121%;#DIV/0!
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;43378;KK-S507-75-AA-001;24;1.080,00;810;Sek;810;0;0;Min;nein;33,8;75%;#DIV/0!
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;43646;KK-S507-75-AA-001;60;2.700,00;2.305,00;Sek;2305;0;0,15;Min;nein;38,4;85%;#DIV/0!
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;43970;KK-S507-75-AA-001;11;495;692;Sek;692;0;0;Min;nein;62,9;140%;#DIV/0!
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;44192;KK-S507-75-AA-001;72;3.240,00;3.115,00;Sek;3115;0;0,13;Min;nein;43,3;96%;#DIV/0!
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;44670;KK-S507-75-AA-001;48;2.160,00;3.410,00;Sek;3410;0;0,13;Min;nein;71,0;158%;#DIV/0!
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;47447;KK-S507-75-AA-001;264;11.880,00;10.733,00;Sek;10733;10;0,12;Min;nein;40,7;90%;1%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;47635;KK-S507-75-AA-001;30;1.350,00;1.463,00;Sek;1463;10;0,12;Min;nein;48,8;108%;1%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;47922;KK-S507-75-AA-001;51;2.295,00;1.861,00;Sek;1861;10;0;Min;nein;36,5;81%;0%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;48314;KK-S507-75-AA-001;33;1.485,00;1.405,00;Sek;1405;10;0;Min;nein;42,6;95%;0%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;48435;KK-S507-75-AA-001;120;5.400,00;8.017,00;Sek;8017;10;0,13;Min;nein;66,8;148%;1%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;48807;KK-S507-75-AA-001;3;135;452;Sek;452;10;0,17;Min;nein;150,7;335%;2%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;49027;KK-S507-75-AA-001;60;2.700,00;2.634,00;Sek;2634;10;10,18;Min;nein;43,9;98%;102%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;49118;KK-S507-75-AA-001;120;5.400,00;5.192,00;Sek;5192;10;0,33;Min;nein;43,3;96%;3%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;50177;KK-S507-75-AA-001;120;5.400,00;7.399,00;Sek;7399;10;0,12;Min;nein;61,7;137%;1%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;50577;KK-S507-75-AA-001;36;1.620,00;2.598,00;Sek;2598;10;0,13;Min;nein;72,2;160%;1%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;50959;KK-S507-75-AA-001;138;6.210,00;4.854,00;Sek;4854;10;0,15;Min;nein;35,2;78%;2%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;51272;KK-S507-75-AA-001;120;5.400,00;12.677,00;Sek;12677;10;2,92;Min;nein;105,6;235%;29%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;51273;KK-S507-75-AA-001;78;3.510,00;4.646,00;Sek;4646;10;0,12;Min;nein;59,6;132%;1%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;51553;KK-S507-75-AA-001;33;1.485,00;3.779,00;Sek;3779;10;10,18;Min;nein;114,5;254%;102%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;51814;KK-S507-75-AA-001;33;1.485,00;1.267,00;Sek;1267;10;0,22;Min;nein;38,4;85%;2%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;51896;KK-S507-75-AA-001;12;540;857;Sek;857;10;0,12;Min;nein;71,4;159%;1%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;52071;KK-S507-75-AA-001;30;1.350,00;2.947,00;Sek;2947;10;0,1;Min;nein;98,2;218%;1%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;53259;KK-S507-75-AA-001;60;2.700,00;4.724,00;Sek;4724;10;0,23;Min;nein;78,7;175%;2%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;53519;KK-S507-75-AA-001;105;4.725,00;6.527,00;Sek;6527;10;2,4;Min;nein;62,2;138%;24%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;53548;KK-S507-75-AA-001;123;5.535,00;4.150,00;Sek;4150;10;0,12;Min;nein;33,7;75%;1%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;53914;KK-S507-75-AA-001;24;1.080,00;1.973,00;Sek;1973;10;0,13;Min;nein;82,2;183%;1%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;54335;KK-S507-75-AA-001;120;5.400,00;10.597,00;Sek;10597;10;0;Min;nein;88,3;196%;0%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;54572;KK-S507-75-AA-001;120;5.400,00;10.250,00;Sek;10250;10;0;Min;nein;85,4;190%;0%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;54910;KK-S507-75-AA-001;30;1.350,00;1.528,00;Sek;1528;10;0,13;Min;nein;50,9;113%;1%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;55207;KK-S507-75-AA-001;30;1.350,00;1.083,00;Sek;1083;10;0,13;Min;nein;36,1;80%;1%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;55340;KK-S507-75-AA-001;60;2.700,00;2.649,00;Sek;2649;10;0,15;Min;nein;44,2;98%;2%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;55502;KK-S507-75-AA-001;72;3.240,00;4.634,00;Sek;4634;10;0,13;Min;nein;64,4;143%;1%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;55678;KK-S507-75-AA-001;77;3.465,00;4.587,00;Sek;4587;10;0,13;Min;nein;59,6;132%;1%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;56210;KK-S507-75-AA-001;120;5.400,00;6.366,00;Sek;6366;10;0,12;Min;nein;53,1;118%;1%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;56801;KK-S507-75-AA-001;12;540;38;Sek;38;10;0;Min;nein;3,2;7%;0%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;56922;KK-S507-75-AA-001;12;540;2.321,00;Sek;2321;10;0,2;Min;nein;193,4;430%;2%
KK-S507-75-AA-001;1;Kühlkörper S507 75mm bestückt;mit Elektronik und Schrauben;;;56923;KK-S507-75-AA-001;180;8.100,00;7.642,00;Sek;7642;10;0,13;Min;nein;42,5;94%;1%
