Teil;TA;Bezeichnung1;Bezeichnung2;Bezeichnung3;Bezeichnung4;RMNr;Aktivität;rMenge;Sollte;Istte;ZEte;IstteSek;Solltr;Isttr;ZEtr;Zustand;Isttesn;IstteSollte;IsttrSolltr
BK-VKC07m-B-05;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 12V 20A;;(Wietmarscher);62891;Bestückung THT;81;45.684,00;61.556,00;Sek;61556;20;20;Min;nein;760,0;135%;100%
BK-VKC07m-B-05;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 12V 20A;;(Wietmarscher);63625;Bestückung THT;90;50.760,00;78.843,00;Sek;78843;20;20;Min;nein;876,0;155%;100%
BK-VKC07m-B-05;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 12V 20A;;(Wietmarscher);64319;Bestückung THT;60;33.840,00;30.855,00;Sek;30855;20;20;Min;nein;514,3;91%;100%
BK-VKC07m-B-05;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 12V 20A;;(Wietmarscher);65406;Bestückung THT;60;33.840,00;49.627,00;Sek;49627;20;20;Min;nein;827,1;147%;100%
BK-VKC07m-B-05;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 12V 20A;;(Wietmarscher);44838;Bestückung THT;30;16.920,00;24.600,00;Sek;24600;0;0;Min;nein;820,0;145%;#DIV/0!
BK-VKC07m-B-05;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 12V 20A;;(Wietmarscher);44996;Bestückung THT;60;33.840,00;49.608,00;Sek;49608;0;0;Min;nein;826,8;147%;#DIV/0!
BK-VKC07m-B-05;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 12V 20A;;(Wietmarscher);46847;Bestückung THT;48;27.072,00;45.630,00;Sek;45630;0;0;Min;nein;950,6;169%;#DIV/0!
BK-VKC07m-C-03;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 24V 20A;;;48797;Bestückung THT;3;1.944,00;3.892,00;Sek;3892;20;20;Min;nein;1297,3;200%;100%
BK-VKC07m-C-03;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 24V 20A;;;46749;Bestückung THT;3;1.944,00;2.862,00;Sek;2862;0;0;Min;nein;954,0;147%;#DIV/0!
BK-VKC07m-D-06;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 24V 20A;f. Feuerwehr;;43372;Bestückung THT;24;15.264,00;31.895,00;Sek;31895;0;0;Min;nein;1329,0;209%;#DIV/0!
BK-VKC07m-D-06;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 24V 20A;f. Feuerwehr;;47913;Bestückung THT;24;15.264,00;24.205,00;Sek;24205;20;20;Min;nein;1008,5;159%;100%
BK-VKC07m-D-06;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 24V 20A;f. Feuerwehr;;50569;Bestückung THT;36;22.896,00;35.289,00;Sek;35289;20;20;Min;nein;980,3;154%;100%
BK-VKC07m-D-06;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 24V 20A;f. Feuerwehr;;51802;Bestückung THT;15;9.540,00;18.072,00;Sek;18072;20;20;Min;nein;1204,8;189%;100%
BK-VKC07m-D-06;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 24V 20A;f. Feuerwehr;;55192;Bestückung THT;30;19.080,00;30.993,00;Sek;30993;20;20;Min;nein;1033,1;162%;100%
BK-VKC07m-D-06;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 24V 20A;f. Feuerwehr;;56799;Bestückung THT;12;7.632,00;9.045,00;Sek;9045;20;20;Min;nein;753,8;119%;100%
BK-VKC07m-D-06;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 24V 20A;f. Feuerwehr;;58390;Bestückung THT;15;9.540,00;14.700,00;Sek;14700;20;20;Min;nein;980,0;154%;100%
BK-VKC07m-D-06;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 24V 20A;f. Feuerwehr;;59246;Bestückung THT;42;26.712,00;32.454,00;Sek;32454;20;20;Min;nein;772,7;121%;100%
BK-VKC07m-D-06;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 24V 20A;f. Feuerwehr;;62265;Bestückung THT;30;19.080,00;25.393,00;Sek;25393;20;20;Min;nein;846,4;133%;100%
BK-VKC07m-D-06;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 24V 20A;f. Feuerwehr;;63823;Bestückung THT;30;19.080,00;30.092,00;Sek;30092;20;20;Min;nein;1003,1;158%;100%
BK-VKC07m-D-06;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 24V 20A;f. Feuerwehr;;46378;Bestückung THT;24;15.264,00;26.917,00;Sek;26917;0;0;Min;nein;1121,5;176%;#DIV/0!
BK-VKC07m-E-08;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 12V 50A;;;48422;Bestückung THT;60;41.040,00;63.216,00;Sek;63216;20;20;Min;nein;1053,6;154%;100%
BK-VKC07m-E-08;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 12V 50A;;;50949;Bestückung THT;45;30.780,00;46.944,00;Sek;46944;20;20;Min;nein;1043,2;153%;100%
BK-VKC07m-E-08;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 12V 50A;;;51803;Bestückung THT;57;38.988,00;59.762,00;Sek;59762;20;20;Min;nein;1048,5;153%;100%
BK-VKC07m-E-08;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 12V 50A;;;53545;Bestückung THT;48;32.832,00;57.235,00;Sek;57235;20;20;Min;nein;1192,4;174%;100%
BK-VKC07m-E-08;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 12V 50A;;;57827;Bestückung THT;30;20.520,00;27.223,00;Sek;27223;20;20;Min;nein;907,4;133%;100%
BK-VKC07m-E-08;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 12V 50A;;;58577;Bestückung THT;12;8.208,00;8.127,00;Sek;8127;20;20;Min;nein;677,3;99%;100%
BK-VKC07m-E-08;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 12V 50A;;;61199;Bestückung THT;36;24.624,00;31.602,00;Sek;31602;20;20;Min;nein;877,8;128%;100%
BK-VKC07m-E-08;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 12V 50A;;;44669;Bestückung THT;12;8.208,00;12.215,00;Sek;12215;0;0;Min;nein;1017,9;149%;#DIV/0!
BK-VKC07m-E-08;1;THT-Baugruppe Ladegeräte;VAC Leistungsteil 12V 50A;;;45770;Bestückung THT;30;20.520,00;27.992,00;Sek;27992;0;0;Min;nein;933,1;136%;#DIV/0!
BK-VKC08e-A-02;1;THT-Baugruppe Ladegeräte;VAC 1260 2430 M 3A;Steuerteil;;46751;Bestückung THT;8;3.648,00;4.621,00;Sek;4621;0;0;Min;nein;577,6;127%;#DIV/0!
BK-VKC08e-A-03;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;;48313;Bestückung THT;12;4.464,00;0;Sek;0;20;0,22;Min;nein;0,0;0%;1%
BK-VKC08e-A-03;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;;50175;Bestückung THT;32;11.904,00;16.186,00;Sek;16186;20;20;Min;nein;505,8;136%;100%
BK-VKC08e-A-03;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;;55501;Bestückung THT;32;11.904,00;17.805,00;Sek;17805;20;20;Min;nein;556,4;150%;100%
BK-VKC08e-A-03;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;;58023;Bestückung THT;24;8.928,00;12.907,00;Sek;12907;20;20;Min;nein;537,8;145%;100%
BK-VKC08e-A-03;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;;46049;Bestückung THT;28;10.416,00;8.840,00;Sek;8840;0;0;Min;nein;315,7;85%;#DIV/0!
BK-VKC08e-A-08;1;THT-Baugruppe Ladegeräte;VAC 1280 2440 M/F 2A;Steuerteil;;50748;Bestückung THT;32;12.672,00;18.532,00;Sek;18532;20;20;Min;nein;579,1;146%;100%
BK-VKC08e-A-08;1;THT-Baugruppe Ladegeräte;VAC 1280 2440 M/F 2A;Steuerteil;;56431;Bestückung THT;16;6.336,00;5.789,00;Sek;5789;20;20;Min;nein;361,8;91%;100%
BK-VKC08e-A-08;1;THT-Baugruppe Ladegeräte;VAC 1280 2440 M/F 2A;Steuerteil;;59597;Bestückung THT;24;9.504,00;13.090,00;Sek;13090;20;20;Min;nein;545,4;138%;100%
BK-VKC08e-A-08;1;THT-Baugruppe Ladegeräte;VAC 1280 2440 M/F 2A;Steuerteil;;63053;Bestückung THT;28;11.088,00;13.606,00;Sek;13606;20;20;Min;nein;485,9;123%;100%
BK-VKC08e-A-08;1;THT-Baugruppe Ladegeräte;VAC 1280 2440 M/F 2A;Steuerteil;;46386;Bestückung THT;24;9.504,00;18.953,00;Sek;18953;0;0;Min;nein;789,7;199%;#DIV/0!
BK-VKC08e-A-09;1;THT-Baugruppe Ladegeräte;Pb 1280 2440 SMT 2B;Steuerteil;;55193;Bestückung THT;20;8.400,00;7.894,00;Sek;7894;20;20;Min;nein;394,7;94%;100%
BK-VKC08e-A-09;1;THT-Baugruppe Ladegeräte;Pb 1280 2440 SMT 2B;Steuerteil;;57542;Bestückung THT;20;8.400,00;21.344,00;Sek;21344;20;20;Min;nein;1067,2;254%;100%
BK-VKC08e-A-09;1;THT-Baugruppe Ladegeräte;Pb 1280 2440 SMT 2B;Steuerteil;;60977;Bestückung THT;16;6.720,00;9.418,00;Sek;9418;20;20;Min;nein;588,6;140%;100%
BK-VKC08e-A-09;1;THT-Baugruppe Ladegeräte;Pb 1280 2440 SMT 2B;Steuerteil;;45378;Bestückung THT;24;10.080,00;12.512,00;Sek;12512;0;0;Min;nein;521,3;124%;#DIV/0!
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;44188;Bestückung THT;32;12.288,00;15.075,00;Sek;15075;0;0;Min;nein;471,1;123%;#DIV/0!
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;47445;Bestückung THT;132;50.688,00;59.409,00;Sek;59409;20;20;Min;nein;450,1;117%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;49026;Bestückung THT;32;12.288,00;8.879,00;Sek;8879;20;20;Min;nein;277,5;72%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;49117;Bestückung THT;60;23.040,00;23.424,00;Sek;23424;20;20;Min;nein;390,4;102%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;50176;Bestückung THT;60;23.040,00;38.011,00;Sek;38011;20;20;Min;nein;633,5;165%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;51270;Bestückung THT;92;35.328,00;47.573,00;Sek;47573;20;20;Min;nein;517,1;135%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;53261;Bestückung THT;40;15.360,00;27.693,00;Sek;27693;20;20;Min;nein;692,3;180%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;53518;Bestückung THT;56;21.504,00;28.174,00;Sek;28174;20;20;Min;nein;503,1;131%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;54334;Bestückung THT;60;23.040,00;20.983,00;Sek;20983;20;20;Min;nein;349,7;91%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;54909;Bestückung THT;12;4.608,00;316;Sek;316;20;20;Min;nein;26,3;7%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;55331;Bestückung THT;120;46.080,00;40.494,00;Sek;40494;20;20;Min;nein;337,5;88%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;56432;Bestückung THT;32;12.288,00;15.869,00;Sek;15869;20;20;Min;nein;495,9;129%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;56884;Bestückung THT;60;23.040,00;28.838,00;Sek;28838;20;20;Min;nein;480,6;125%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;59252;Bestückung THT;100;38.400,00;48.606,00;Sek;48606;20;20;Min;nein;486,1;127%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;60126;Bestückung THT;44;16.896,00;16.045,00;Sek;16045;20;20;Min;nein;364,7;95%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;60980;Bestückung THT;60;23.040,00;20.898,00;Sek;20898;20;20;Min;nein;348,3;91%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;62845;Bestückung THT;40;15.360,00;16.457,00;Sek;16457;20;20;Min;nein;411,4;107%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;62892;Bestückung THT;64;24.576,00;25.347,00;Sek;25347;20;20;Min;nein;396,0;103%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;63285;Bestückung THT;60;23.040,00;24.644,00;Sek;24644;20;20;Min;nein;410,7;107%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;63626;Bestückung THT;100;38.400,00;43.527,00;Sek;43527;20;20;Min;nein;435,3;113%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;64308;Bestückung THT;60;23.040,00;24.389,00;Sek;24389;20;20;Min;nein;406,5;106%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;65407;Bestückung THT;60;23.040,00;21.043,00;Sek;21043;20;20;Min;nein;350,7;91%;100%
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;44843;Bestückung THT;60;23.040,00;24.523,00;Sek;24523;0;0;Min;nein;408,7;106%;#DIV/0!
BK-VKC08e-B-04;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;Wietmarscher;45001;Bestückung THT;60;23.040,00;30.182,00;Sek;30182;0;0;Min;nein;503,0;131%;#DIV/0!
BK-VKC08e-B-05;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;;44190;Bestückung THT;12;4.032,00;6.255,00;Sek;6255;0;0;Min;nein;521,3;155%;#DIV/0!
BK-VKC08e-B-05;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;;48446;Bestückung THT;60;20.160,00;15.694,00;Sek;15694;20;20;Min;nein;261,6;78%;100%
BK-VKC08e-B-05;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;;51804;Bestückung THT;144;48.384,00;27.083,00;Sek;27083;20;20;Min;nein;188,1;56%;100%
BK-VKC08e-B-05;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;;52194;Bestückung THT;40;13.440,00;12.433,00;Sek;12433;20;20;Min;nein;310,8;93%;100%
BK-VKC08e-B-05;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;;57345;Bestückung THT;32;10.752,00;17.866,00;Sek;17866;20;20;Min;nein;558,3;166%;100%
BK-VKC08e-B-05;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;;58280;Bestückung THT;40;13.440,00;16.517,00;Sek;16517;20;20;Min;nein;412,9;123%;100%
BK-VKC08e-B-05;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;;61535;Bestückung THT;40;13.440,00;9.677,00;Sek;9677;20;20;Min;nein;241,9;72%;100%
BK-VKC08e-B-05;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;;65703;Bestückung THT;40;13.440,00;9.988,00;Sek;9988;20;20;Min;nein;249,7;74%;100%
BK-VKC08e-B-05;1;THT-Baugruppe Ladegeräte;VAC Duo;Steuerteil;;44510;Bestückung THT;72;24.192,00;16.661,00;Sek;16661;0;0;Min;nein;231,4;69%;#DIV/0!
BK-VKC08e-D-10;1;THT-Baugruppe Ladegeräte;VAC Duo Li;Steuerteil;Wietmarscher;56163;Bestückung THT;16;6.144,00;14.491,00;Sek;14491;20;20;Min;nein;905,7;236%;100%
BK-VKC08e-D-10;1;THT-Baugruppe Ladegeräte;VAC Duo Li;Steuerteil;Wietmarscher;58024;Bestückung THT;20;7.680,00;13.490,00;Sek;13490;20;20;Min;nein;674,5;176%;100%
BK-VKC08e-D-10;1;THT-Baugruppe Ladegeräte;VAC Duo Li;Steuerteil;Wietmarscher;58974;Bestückung THT;32;12.288,00;13.123,00;Sek;13123;20;20;Min;nein;410,1;107%;100%
BK-VKC08e-D-10;1;THT-Baugruppe Ladegeräte;VAC Duo Li;Steuerteil;Wietmarscher;60238;Bestückung THT;40;15.360,00;15.900,00;Sek;15900;20;20;Min;nein;397,5;104%;100%
BK-VKC08e-D-10;1;THT-Baugruppe Ladegeräte;VAC Duo Li;Steuerteil;Wietmarscher;63477;Bestückung THT;20;7.680,00;5.024,00;Sek;5024;20;20;Min;nein;251,2;65%;100%
BK-VKC08e-D-10;1;THT-Baugruppe Ladegeräte;VAC Duo Li;Steuerteil;Wietmarscher;46865;Bestückung THT;60;23.040,00;29.651,00;Sek;29651;0;0;Min;nein;494,2;129%;#DIV/0!
BK-VKD02c-A-01;1;THT-Baugruppe Tankgeber;Tanksensor FW;;;44175;Bestückung THT;50;7.800,00;11.078,00;Sek;11078;0;0;Min;nein;221,6;142%;#DIV/0!
BK-VKD02c-A-01;1;THT-Baugruppe Tankgeber;Tanksensor FW;;;48080;Bestückung THT;106;16.536,00;16.137,00;Sek;16137;20;20;Min;nein;152,2;98%;100%
BK-VKD02c-A-01;1;THT-Baugruppe Tankgeber;Tanksensor FW;;;48606;Bestückung THT;100;15.600,00;14.912,00;Sek;14912;20;20;Min;nein;149,1;96%;100%
BK-VKD02c-A-01;1;THT-Baugruppe Tankgeber;Tanksensor FW;;;51007;Bestückung THT;90;14.040,00;19.606,00;Sek;19606;20;20;Min;nein;217,8;140%;100%
BK-VKD02c-A-01;1;THT-Baugruppe Tankgeber;Tanksensor FW;;;54044;Bestückung THT;50;7.800,00;7.747,00;Sek;7747;20;20;Min;nein;154,9;99%;100%
BK-VKD02c-A-01;1;THT-Baugruppe Tankgeber;Tanksensor FW;;;54899;Bestückung THT;50;7.800,00;8.565,00;Sek;8565;20;20;Min;nein;171,3;110%;100%
BK-VKD02c-A-01;1;THT-Baugruppe Tankgeber;Tanksensor FW;;;55992;Bestückung THT;50;7.800,00;11.512,00;Sek;11512;20;20;Min;nein;230,2;148%;100%
BK-VKD02c-A-01;1;THT-Baugruppe Tankgeber;Tanksensor FW;;;56329;Bestückung THT;150;23.400,00;29.477,00;Sek;29477;20;20;Min;nein;196,5;126%;100%
BK-VKD02c-A-01;1;THT-Baugruppe Tankgeber;Tanksensor FW;;;59124;Bestückung THT;100;15.600,00;14.074,00;Sek;14074;20;20;Min;nein;140,7;90%;100%
BK-VKD02c-A-01;1;THT-Baugruppe Tankgeber;Tanksensor FW;;;61886;Bestückung THT;108;16.848,00;13.546,00;Sek;13546;20;20;Min;nein;125,4;80%;100%
BK-VKD02c-A-01;1;THT-Baugruppe Tankgeber;Tanksensor FW;;;62806;Bestückung THT;140;21.840,00;26.074,00;Sek;26074;20;20;Min;nein;186,2;119%;100%
BK-VKD02c-A-01;1;THT-Baugruppe Tankgeber;Tanksensor FW;;;65152;Bestückung THT;50;7.800,00;14.258,00;Sek;14258;20;20;Min;nein;285,2;183%;100%
BK-VKD02c-A-01;1;THT-Baugruppe Tankgeber;Tanksensor FW;;;65681;Bestückung THT;50;7.800,00;12.008,00;Sek;12008;20;20;Min;nein;240,2;154%;100%
BK-VKD02c-A-01;1;THT-Baugruppe Tankgeber;Tanksensor FW;;;66703;Bestückung THT;50;7.800,00;10.332,00;Sek;10332;20;20;Min;nein;206,6;132%;100%
BK-VKD02c-A-01;1;THT-Baugruppe Tankgeber;Tanksensor FW;;;44637;Bestückung THT;50;7.800,00;8.818,00;Sek;8818;0;0;Min;nein;176,4;113%;#DIV/0!
BK-VKD02c-A-01;1;THT-Baugruppe Tankgeber;Tanksensor FW;;;46442;Bestückung THT;100;15.600,00;19.952,00;Sek;19952;0;0;Min;nein;199,5;128%;#DIV/0!
BK-VKD09-A-01;1;THT-Baugruppe Zisternen;RWS 2V und 5V digital Geber;;;48203;Bestückung THT;84;3.360,00;5.740,00;Sek;5740;20;20;Min;nein;68,3;171%;100%
BK-VKD09-A-01;1;THT-Baugruppe Zisternen;RWS 2V und 5V digital Geber;;;49083;Bestückung THT;108;4.320,00;4.092,00;Sek;4092;20;20;Min;nein;37,9;95%;100%
BK-VKD09-A-01;1;THT-Baugruppe Zisternen;RWS 2V und 5V digital Geber;;;66811;Bestückung THT;96;3.840,00;7.152,00;Sek;7152;20;20;Min;nein;74,5;186%;100%
BK-VKE07h-A-01;1;THT-Baugruppe Wechselrichter;MT 1700 SI-N;;;46525;Bestückung THT;10;22.080,00;26.206,00;Sek;26206;0;0;Min;ja;2620,6;119%;#DIV/0!
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;43110;Bestückung THT;20;44.160,00;40.694,00;Sek;40694;0;0;Min;nein;2034,7;92%;#DIV/0!
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;43338;Bestückung THT;10;22.080,00;21.450,00;Sek;21450;0;0;Min;nein;2145,0;97%;#DIV/0!
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;43611;Bestückung THT;15;33.120,00;42.444,00;Sek;42444;0;0;Min;nein;2829,6;128%;#DIV/0!
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;43952;Bestückung THT;120;264.960,00;307.045,00;Sek;307045;0;0;Min;nein;2558,7;116%;#DIV/0!
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;47181;Bestückung THT;30;66.240,00;55.207,00;Sek;55207;20;20;Min;nein;1840,2;83%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;47390;Bestückung THT;40;88.320,00;72.399,00;Sek;72399;20;20;Min;nein;1810,0;82%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;47975;Bestückung THT;40;88.320,00;74.414,00;Sek;74414;20;20;Min;nein;1860,4;84%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;48406;Bestückung THT;90;198.720,00;173.853,00;Sek;173853;20;20;Min;nein;1931,7;87%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;48773;Bestückung THT;30;66.240,00;56.428,00;Sek;56428;20;20;Min;nein;1880,9;85%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;48987;Bestückung THT;15;33.120,00;27.929,00;Sek;27929;20;20;Min;nein;1861,9;84%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;49254;Bestückung THT;40;88.320,00;72.374,00;Sek;72374;20;20;Min;nein;1809,4;82%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;49585;Bestückung THT;1;2.208,00;2.569,00;Sek;2569;20;20;Min;nein;2569,0;116%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;49726;Bestückung THT;55;121.440,00;104.543,00;Sek;104543;20;20;Min;nein;1900,8;86%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;50135;Bestückung THT;30;66.240,00;57.387,00;Sek;57387;20;20;Min;nein;1912,9;87%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;50725;Bestückung THT;85;187.680,00;170.070,00;Sek;170070;20;20;Min;nein;2000,8;91%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;51231;Bestückung THT;40;88.320,00;77.433,00;Sek;77433;20;20;Min;nein;1935,8;88%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;51693;Bestückung THT;70;154.560,00;136.876,00;Sek;136876;20;20;Min;nein;1955,4;89%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;52610;Bestückung THT;85;187.680,00;158.288,00;Sek;158288;20;20;Min;nein;1862,2;84%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;52787;Bestückung THT;65;143.520,00;128.356,00;Sek;128356;20;20;Min;nein;1974,7;89%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;52939;Bestückung THT;3;6.624,00;3.824,00;Sek;3824;20;20;Min;nein;1274,7;58%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;53041;Bestückung THT;60;132.480,00;114.749,00;Sek;114749;20;20;Min;nein;1912,5;87%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;53495;Bestückung THT;10;22.080,00;17.192,00;Sek;17192;20;20;Min;nein;1719,2;78%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;53648;Bestückung THT;40;88.320,00;83.451,00;Sek;83451;20;20;Min;nein;2086,3;94%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;53896;Bestückung THT;60;132.480,00;121.063,00;Sek;121063;20;20;Min;nein;2017,7;91%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;54271;Bestückung THT;110;242.880,00;204.759,00;Sek;204759;20;20;Min;nein;1861,4;84%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;54480;Bestückung THT;15;33.120,00;27.674,00;Sek;27674;20;20;Min;nein;1844,9;84%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;54895;Bestückung THT;40;88.320,00;74.775,00;Sek;74775;20;20;Min;nein;1869,4;85%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;55174;Bestückung THT;40;88.320,00;78.508,00;Sek;78508;20;20;Min;nein;1962,7;89%;100%
BK-VKE07h-A-03;1;THT-Baugruppe Wechselrichter;SMI 1700 Sinus NVS;;;55566;Bestückung THT;30;66.240,00;55.490,00;Sek;55490;20;20;Min;nein;1849,7;84%;100%
