Teil,TA,Bezeichnung,Aktivität,RMNr,rMenge,Sollte,IstteSek,Solltrsek,Isttrsek,Zustand,tges
UV-3067,1,"Gerät fertig montiert, geprüft D+ Simulator Pro","Sichtkontrolle, Endp",64757,200,6000,30296,300,300.0,false,30596.0
UV-3067,1,"Gerät fertig montiert, geprüft D+ Simulator Pro","Sichtkontrolle, Endp",65198,200,6000,26792,300,300.0,false,27092.0
UV-3069,1,"Gerät fertig montiert, geprüft Crash-Sensor CS1",Montage,54132,147,735,30320,600,600.0,false,30920.0
UV-3073,1,"Gerät fertig montiert, geprüft Battery Protector 40 Motor",Endprüfung,43209,50,0,2196,0,0.0,false,2196.0
UV-3073,1,"Gerät fertig montiert, geprüft Battery Protector 40 Motor",Endprüfung,46072,50,0,585,0,0.0,false,585.0
UV-3073,1,"Gerät fertig montiert, geprüft Battery Protector 40 Motor",Endprüfung,48534,50,3000,2489,600,0.0,false,2489.0
UV-3073,1,"Gerät fertig montiert, geprüft Battery Protector 40 Motor",Endprüfung,49453,50,3000,0,600,510.0,false,510.0
UV-3073,1,"Gerät fertig montiert, geprüft Battery Protector 40 Motor",Endprüfung,50487,50,3000,1752,600,0.0,false,1752.0
UV-3073,1,"Gerät fertig montiert, geprüft Battery Protector 40 Motor",Endprüfung,52278,50,3000,8017,600,0.0,false,8017.0
UV-3073,1,"Gerät fertig montiert, geprüft Battery Protector 40 Motor",Endprüfung,55930,50,3000,4413,600,600.0,false,5013.0
UV-3073,1,"Gerät fertig montiert, geprüft Battery Protector 40 Motor",Endprüfung,56681,100,6000,10079,600,600.0,false,10679.0
UV-3073,1,"Gerät fertig montiert, geprüft Battery Protector 40 Motor",Endprüfung,62005,50,3000,5600,600,600.0,false,6200.0
UV-3073,1,"Gerät fertig montiert, geprüft Battery Protector 40 Motor",Endprüfung,64516,50,3000,1783,600,600.0,false,2383.0
UV-3073,1,"Gerät fertig montiert, geprüft Battery Protector 40 Motor",Endprüfung,65111,50,3000,1473,600,600.0,false,2073.0
UV-3075,1,"Gerät fertig montiert, geprüft Battery Protector 40",Endprüfung,43210,100,0,2351,0,0.0,false,2351.0
UV-3075,1,"Gerät fertig montiert, geprüft Battery Protector 40",Endprüfung,44757,102,0,89,0,0.0,false,89.0
UV-3075,1,"Gerät fertig montiert, geprüft Battery Protector 40",Endprüfung,48836,100,6000,0,600,24.0,false,24.0
UV-3075,1,"Gerät fertig montiert, geprüft Battery Protector 40",Endprüfung,50248,100,6000,22,600,366.0,false,388.0
UV-3075,1,"Gerät fertig montiert, geprüft Battery Protector 40",Endprüfung,53981,100,6000,665,600,0.0,false,665.0
UV-3075,1,"Gerät fertig montiert, geprüft Battery Protector 40",Endprüfung,54343,100,6000,0,600,18.0,false,18.0
UV-3075,1,"Gerät fertig montiert, geprüft Battery Protector 40",Endprüfung,58125,100,6000,9940,600,600.0,false,10540.0
UV-3075,1,"Gerät fertig montiert, geprüft Battery Protector 40",Endprüfung,60008,99,5940,10437,600,600.0,false,11037.0
UV-3075,1,"Gerät fertig montiert, geprüft Battery Protector 40",Endprüfung,61226,100,6000,6397,600,0.0,false,6397.0
UV-3075,1,"Gerät fertig montiert, geprüft Battery Protector 40",Endprüfung,62501,100,6000,14,600,0.0,false,14.0
UV-3075,1,"Gerät fertig montiert, geprüft Battery Protector 40",Endprüfung,64060,100,6000,2972,600,600.0,false,3572.0
UV-3075,1,"Gerät fertig montiert, geprüft Battery Protector 40",Endprüfung,66684,100,6000,3335,600,600.0,false,3935.0
UV-3078,1,"Gerät fertig montiert, geprüft Battery Protector 100",Endprüfung 5% Stichp,44273,200,18000,2121,0,0.0,false,2121.0
UV-3078,1,"Gerät fertig montiert, geprüft Battery Protector 100",Endprüfung 5% Stichp,46767,200,18000,916,0,0.0,false,916.0
UV-3078,1,"Gerät fertig montiert, geprüft Battery Protector 100",Endprüfung 5% Stichp,51907,200,18000,1488,300,300.0,false,1788.0
UV-3078,1,"Gerät fertig montiert, geprüft Battery Protector 100",Endprüfung 5% Stichp,54919,200,18000,1023,300,0.0,false,1023.0
UV-3078,1,"Gerät fertig montiert, geprüft Battery Protector 100",Endprüfung 5% Stichp,59107,200,18000,2270,300,0.0,false,2270.0
UV-3078,1,"Gerät fertig montiert, geprüft Battery Protector 100",Endprüfung 5% Stichp,60189,200,18000,1112,300,300.0,false,1412.0
UV-3078,1,"Gerät fertig montiert, geprüft Battery Protector 100",Endprüfung 5% Stichp,64061,200,18000,884,300,300.0,false,1184.0
UV-3078,1,"Gerät fertig montiert, geprüft Battery Protector 100",Endprüfung 5% Stichp,65625,200,18000,1385,300,300.0,false,1685.0
UV-3084,1,"Gerät fertig montiert, geprüft Battery Protector 300",Endprüfung (alle Rel,44803,10,600,84,0,0.0,false,84.0
UV-3084,1,"Gerät fertig montiert, geprüft Battery Protector 300",Endprüfung (alle Rel,51063,10,600,43,300,300.0,false,343.0
UV-3084,1,"Gerät fertig montiert, geprüft Battery Protector 300",Endprüfung (alle Rel,52841,10,600,2288,300,300.0,false,2588.0
UV-3084,1,"Gerät fertig montiert, geprüft Battery Protector 300",Endprüfung (alle Rel,58546,10,600,0,300,252.0,false,252.0
UV-3100,1,"Gerät fertig montiert, geprüft Pb 1215 SMT 2B",Endprüfung und Störs,44274,32,1920,16259,0,0.0,true,16259.0
UV-3100,1,"Gerät fertig montiert, geprüft Pb 1215 SMT 2B",Endprüfung und Störs,45559,2,120,2198,0,0.0,true,2198.0
UV-3100,1,"Gerät fertig montiert, geprüft Pb 1215 SMT 2B",Endprüfung und Störs,45972,31,1860,16094,0,0.0,true,16094.0
UV-3100,1,"Gerät fertig montiert, geprüft Pb 1215 SMT 2B",Endprüfung und Störs,46281,32,1920,7169,0,0.0,true,7169.0
UV-3100,1,"Gerät fertig montiert, geprüft Pb 1215 SMT 2B",Endprüfung und Störs,50488,16,960,5596,300,300.0,true,5896.0
UV-3100,1,"Gerät fertig montiert, geprüft Pb 1215 SMT 2B",Endprüfung und Störs,51086,32,1920,9413,300,300.0,true,9713.0
UV-3100,1,"Gerät fertig montiert, geprüft Pb 1215 SMT 2B",Endprüfung und Störs,52729,32,1920,11420,300,300.0,true,11720.0
UV-3100,1,"Gerät fertig montiert, geprüft Pb 1215 SMT 2B",Endprüfung und Störs,53449,32,1920,565,300,300.0,true,865.0
UV-3100,1,"Gerät fertig montiert, geprüft Pb 1215 SMT 2B",Endprüfung und Störs,55235,16,960,6483,300,300.0,true,6783.0
UV-3100,1,"Gerät fertig montiert, geprüft Pb 1215 SMT 2B",Endprüfung und Störs,55309,32,1920,4497,300,300.0,true,4797.0
UV-3100,1,"Gerät fertig montiert, geprüft Pb 1215 SMT 2B",Endprüfung und Störs,55709,32,1920,11851,300,300.0,true,12151.0
UV-3100,1,"Gerät fertig montiert, geprüft Pb 1215 SMT 2B",Endprüfung und Störs,57706,32,1920,9956,300,300.0,true,10256.0
UV-3100,1,"Gerät fertig montiert, geprüft Pb 1215 SMT 2B",Endprüfung und Störs,59136,32,1920,7465,300,300.0,true,7765.0
UV-3100,1,"Gerät fertig montiert, geprüft Pb 1215 SMT 2B",Endprüfung und Störs,64062,16,960,4913,300,300.0,true,5213.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,43802,16,960,7269,0,0.0,false,7269.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,46285,16,960,5486,0,0.0,false,5486.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,46901,16,960,12949,0,0.0,false,12949.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,48837,32,1920,12283,300,300.0,false,12583.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,50332,32,1920,17021,300,300.0,false,17321.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,52011,46,2760,9491,300,300.0,false,9791.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,52730,32,1920,9481,300,300.0,false,9781.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,53149,32,1920,7168,300,300.0,false,7468.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,54214,16,960,5759,300,300.0,false,6059.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,55119,16,960,4979,300,300.0,false,5279.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,55931,16,960,3240,300,300.0,false,3540.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,57017,16,960,5099,300,300.0,false,5399.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,57889,16,960,4901,300,300.0,false,5201.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,58192,41,2460,15086,300,300.0,false,15386.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,58587,150,9000,47889,300,300.0,false,48189.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,59137,16,960,2940,300,300.0,false,3240.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,60009,48,2880,13133,300,300.0,false,13433.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,60535,16,960,4025,300,300.0,false,4325.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,62125,48,2880,16229,300,300.0,false,16529.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,62742,40,2400,0,300,24.0,false,24.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,63681,96,5760,22882,300,300.0,false,23182.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,64078,96,5760,26301,300,300.0,false,26601.0
UV-3101,1,"Gerät fertig montiert, geprüft Pb 1220 SMT 2B",Endprüfung und Störs,65114,16,960,1853,300,300.0,false,2153.0
UV-3102,1,"Gerät fertig montiert, geprüft Pb 1225 SMT 2B",Endprüfung und Störs,43285,16,960,9284,0,0.0,true,9284.0
UV-3102,1,"Gerät fertig montiert, geprüft Pb 1225 SMT 2B",Endprüfung und Störs,45973,48,2880,11796,0,0.0,true,11796.0
UV-3102,1,"Gerät fertig montiert, geprüft Pb 1225 SMT 2B",Endprüfung und Störs,46902,16,960,6525,0,0.0,true,6525.0
UV-3102,1,"Gerät fertig montiert, geprüft Pb 1225 SMT 2B",Endprüfung und Störs,48103,16,960,6996,300,300.0,true,7296.0
UV-3102,1,"Gerät fertig montiert, geprüft Pb 1225 SMT 2B",Endprüfung und Störs,52731,16,960,9625,300,300.0,true,9925.0
UV-3102,1,"Gerät fertig montiert, geprüft Pb 1225 SMT 2B",Endprüfung und Störs,53450,16,960,6228,300,300.0,true,6528.0
UV-3102,1,"Gerät fertig montiert, geprüft Pb 1225 SMT 2B",Endprüfung und Störs,54215,16,960,6272,300,300.0,true,6572.0
UV-3102,1,"Gerät fertig montiert, geprüft Pb 1225 SMT 2B",Endprüfung und Störs,57890,16,960,3748,300,300.0,true,4048.0
UV-3102,1,"Gerät fertig montiert, geprüft Pb 1225 SMT 2B",Endprüfung und Störs,60838,16,960,3300,300,300.0,true,3600.0
UV-3102,1,"Gerät fertig montiert, geprüft Pb 1225 SMT 2B",Endprüfung und Störs,63752,16,960,2430,300,300.0,true,2730.0
UV-3114,1,"Gerät fertig montiert, geprüft Pb 1230 SMT 2B",Endprüfung und Störs,44027,32,1920,13502,0,0.0,false,13502.0
UV-3114,1,"Gerät fertig montiert, geprüft Pb 1230 SMT 2B",Endprüfung und Störs,47775,32,1920,11997,300,300.0,false,12297.0
UV-3114,1,"Gerät fertig montiert, geprüft Pb 1230 SMT 2B",Endprüfung und Störs,48705,32,1920,13926,300,300.0,false,14226.0
UV-3114,1,"Gerät fertig montiert, geprüft Pb 1230 SMT 2B",Endprüfung und Störs,50333,32,1920,17140,300,300.0,false,17440.0
UV-3114,1,"Gerät fertig montiert, geprüft Pb 1230 SMT 2B",Endprüfung und Störs,52279,32,1920,13139,300,300.0,false,13439.0
UV-3114,1,"Gerät fertig montiert, geprüft Pb 1230 SMT 2B",Endprüfung und Störs,54216,32,1920,14282,300,300.0,false,14582.0
UV-3114,1,"Gerät fertig montiert, geprüft Pb 1230 SMT 2B",Endprüfung und Störs,54676,32,1920,20647,300,300.0,false,20947.0
UV-3114,1,"Gerät fertig montiert, geprüft Pb 1230 SMT 2B",Endprüfung und Störs,55407,32,1920,14476,300,300.0,false,14776.0
UV-3114,1,"Gerät fertig montiert, geprüft Pb 1230 SMT 2B",Endprüfung und Störs,55710,32,1920,12241,300,300.0,false,12541.0
UV-3114,1,"Gerät fertig montiert, geprüft Pb 1230 SMT 2B",Endprüfung und Störs,56371,64,3840,25761,300,300.0,false,26061.0
UV-3114,1,"Gerät fertig montiert, geprüft Pb 1230 SMT 2B",Endprüfung und Störs,57983,32,1920,17564,300,300.0,false,17864.0
UV-3114,1,"Gerät fertig montiert, geprüft Pb 1230 SMT 2B",Endprüfung und Störs,61732,32,1920,12412,300,300.0,false,12712.0
UV-3114,1,"Gerät fertig montiert, geprüft Pb 1230 SMT 2B",Endprüfung und Störs,62573,32,1920,0,300,24.0,false,24.0
UV-3114,1,"Gerät fertig montiert, geprüft Pb 1230 SMT 2B",Endprüfung und Störs,63753,32,1920,11981,300,300.0,false,12281.0
UV-3114,1,"Gerät fertig montiert, geprüft Pb 1230 SMT 2B",Endprüfung und Störs,65626,32,1920,9041,300,300.0,false,9341.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,43130,30,1800,14764,0,0.0,false,14764.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,43803,10,600,6679,0,0.0,false,6679.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,45560,5,300,3188,0,0.0,false,3188.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,45974,25,1500,12544,0,0.0,false,12544.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,46903,20,1200,15153,0,0.0,false,15153.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,48706,20,1200,19920,300,300.0,false,20220.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,49660,20,1200,12508,300,300.0,false,12808.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,50489,35,2100,13454,300,300.0,false,13754.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,50838,10,600,8365,300,300.0,false,8665.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,51363,35,2100,14916,300,300.0,false,15216.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,51733,30,1800,12232,300,300.0,false,12532.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,52233,15,900,0,300,12.0,false,12.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,53150,25,1500,5119,300,300.0,false,5419.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,53982,10,600,3743,300,300.0,false,4043.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,54508,25,1500,10434,300,300.0,false,10734.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,56703,10,600,3687,300,300.0,false,3987.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,57398,20,1200,11190,300,300.0,false,11490.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,59262,30,1800,19947,300,300.0,false,20247.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,59826,45,2700,17700,300,300.0,false,18000.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,60071,20,1200,6619,300,0.0,false,6619.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,60536,30,1800,16822,300,0.0,false,16822.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,61465,20,1200,8781,300,1176.0,false,9957.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,62126,35,2100,18646,300,300.0,false,18946.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,62502,20,1200,8043,300,300.0,false,8343.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,63415,20,1200,8264,300,300.0,false,8564.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,65369,20,1200,4983,300,300.0,false,5283.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,66438,40,2400,14296,300,300.0,false,14596.0
UV-3124,1,"Gerät fertig montiert, geprüft Pb 1240 SMT 3B",Endprüfung und Störs,66853,10,600,6248,300,300.0,false,6548.0
UV-3125,1,"Gerät fertig montiert, geprüft Pb 1250 SMT 3B",Endprüfung und Störs,43804,8,480,5800,0,0.0,false,5800.0
UV-3125,1,"Gerät fertig montiert, geprüft Pb 1250 SMT 3B",Endprüfung und Störs,45975,48,2880,28846,0,0.0,false,28846.0
UV-3125,1,"Gerät fertig montiert, geprüft Pb 1250 SMT 3B",Endprüfung und Störs,46282,40,2400,29838,0,0.0,false,29838.0
UV-3125,1,"Gerät fertig montiert, geprüft Pb 1250 SMT 3B",Endprüfung und Störs,54986,10,600,6812,300,300.0,false,7112.0
UV-3125,1,"Gerät fertig montiert, geprüft Pb 1250 SMT 3B",Endprüfung und Störs,55932,16,960,4717,300,300.0,false,5017.0
UV-3125,1,"Gerät fertig montiert, geprüft Pb 1250 SMT 3B",Endprüfung und Störs,58305,8,480,4846,300,300.0,false,5146.0
UV-3125,1,"Gerät fertig montiert, geprüft Pb 1250 SMT 3B",Endprüfung und Störs,60992,16,960,10231,300,300.0,false,10531.0
UV-3125,1,"Gerät fertig montiert, geprüft Pb 1250 SMT 3B",Endprüfung und Störs,62127,16,960,5405,300,300.0,false,5705.0
UV-3125,1,"Gerät fertig montiert, geprüft Pb 1250 SMT 3B",Endprüfung und Störs,64517,16,960,2812,300,300.0,false,3112.0
UV-3126,1,"Gerät fertig montiert, geprüft Pb 1260 SMT 3B",Endprüfung und Störs,48934,16,960,7487,300,300.0,false,7787.0
UV-3126,1,"Gerät fertig montiert, geprüft Pb 1260 SMT 3B",Endprüfung und Störs,49661,8,480,10970,300,300.0,false,11270.0
UV-3126,1,"Gerät fertig montiert, geprüft Pb 1260 SMT 3B",Endprüfung und Störs,54509,10,600,4156,300,300.0,false,4456.0
UV-3126,1,"Gerät fertig montiert, geprüft Pb 1260 SMT 3B",Endprüfung und Störs,54716,10,600,3779,300,300.0,false,4079.0
UV-3126,1,"Gerät fertig montiert, geprüft Pb 1260 SMT 3B",Endprüfung und Störs,55933,20,1200,9934,300,300.0,false,10234.0
UV-3126,1,"Gerät fertig montiert, geprüft Pb 1260 SMT 3B",Endprüfung und Störs,57174,16,960,21546,300,300.0,false,21846.0
UV-3126,1,"Gerät fertig montiert, geprüft Pb 1260 SMT 3B",Endprüfung und Störs,57937,3,180,0,300,12.0,false,12.0
UV-3126,1,"Gerät fertig montiert, geprüft Pb 1260 SMT 3B",Endprüfung und Störs,60613,8,480,5861,300,0.0,false,5861.0
UV-3126,1,"Gerät fertig montiert, geprüft Pb 1260 SMT 3B",Endprüfung und Störs,60839,16,960,12030,300,390.0,false,12420.0
UV-3126,1,"Gerät fertig montiert, geprüft Pb 1260 SMT 3B",Endprüfung und Störs,61466,16,960,20086,300,300.0,false,20386.0
UV-3126,1,"Gerät fertig montiert, geprüft Pb 1260 SMT 3B",Endprüfung und Störs,62128,16,960,16190,300,300.0,false,16490.0
UV-3126,1,"Gerät fertig montiert, geprüft Pb 1260 SMT 3B",Endprüfung und Störs,63532,48,2880,22372,300,300.0,false,22672.0
UV-3126,1,"Gerät fertig montiert, geprüft Pb 1260 SMT 3B",Endprüfung und Störs,64518,16,960,7720,300,300.0,false,8020.0
UV-3131,1,"Gerät fertig montiert, geprüft Pb 1280 SMT 2B",Endprüfung und Störs,45295,2,120,952,0,0.0,true,952.0
UV-3131,1,"Gerät fertig montiert, geprüft Pb 1280 SMT 2B",Endprüfung und Störs,47776,4,240,4470,300,300.0,true,4770.0
UV-3131,1,"Gerät fertig montiert, geprüft Pb 1280 SMT 2B",Endprüfung und Störs,54306,2,120,1905,300,300.0,true,2205.0
UV-3131,1,"Gerät fertig montiert, geprüft Pb 1280 SMT 2B",Endprüfung und Störs,55431,4,240,3264,300,300.0,true,3564.0
UV-3131,1,"Gerät fertig montiert, geprüft Pb 1280 SMT 2B",Endprüfung und Störs,64063,2,120,2510,300,300.0,true,2810.0
UV-3131,1,"Gerät fertig montiert, geprüft Pb 1280 SMT 2B",Endprüfung und Störs,64281,4,240,2694,300,300.0,true,2994.0
UV-3156,1,"Gerät fertig montiert, geprüft SMI 300 Sinus -NVS 12V",Endprüfung,50053,20,3600,5401,600,600.0,false,6001.0
UV-3156,1,"Gerät fertig montiert, geprüft SMI 300 Sinus -NVS 12V",Endprüfung,51604,20,3600,0,600,12.0,false,12.0
UV-3156,1,"Gerät fertig montiert, geprüft SMI 300 Sinus -NVS 12V",Endprüfung,55120,20,3600,0,600,36.0,false,36.0
UV-3156,1,"Gerät fertig montiert, geprüft SMI 300 Sinus -NVS 12V",Endprüfung,61733,20,3600,8713,600,0.0,false,8713.0
UV-3156,1,"Gerät fertig montiert, geprüft SMI 300 Sinus -NVS 12V",Endprüfung,64758,20,3600,10016,600,0.0,false,10016.0
UV-3157,1,"Gerät fertig montiert, geprüft SMI 600 Sinus 12V",Endprüfung,47020,20,2400,5119,0,0.0,false,5119.0
UV-3157,1,"Gerät fertig montiert, geprüft SMI 600 Sinus 12V",Endprüfung,50334,20,2400,0,600,12.0,false,12.0
UV-3157,1,"Gerät fertig montiert, geprüft SMI 600 Sinus 12V",Endprüfung,52732,20,2400,0,600,24.0,false,24.0
UV-3157,1,"Gerät fertig montiert, geprüft SMI 600 Sinus 12V",Endprüfung,61734,20,2400,6710,600,0.0,false,6710.0
UV-3158,1,"Gerät fertig montiert, geprüft SMI 600 Sinus -NVS 12V",Endprüfung,45039,20,3600,7889,0,0.0,false,7889.0
UV-3158,1,"Gerät fertig montiert, geprüft SMI 600 Sinus -NVS 12V",Endprüfung,46073,20,3600,13441,0,0.0,false,13441.0
UV-3158,1,"Gerät fertig montiert, geprüft SMI 600 Sinus -NVS 12V",Endprüfung,49328,20,3600,10301,600,600.0,false,10901.0
UV-3158,1,"Gerät fertig montiert, geprüft SMI 600 Sinus -NVS 12V",Endprüfung,49662,20,3600,5139,600,600.0,false,5739.0
UV-3158,1,"Gerät fertig montiert, geprüft SMI 600 Sinus -NVS 12V",Endprüfung,51087,20,3600,0,600,18.0,false,18.0
UV-3158,1,"Gerät fertig montiert, geprüft SMI 600 Sinus -NVS 12V",Endprüfung,52349,20,3600,8107,600,600.0,false,8707.0
UV-3158,1,"Gerät fertig montiert, geprüft SMI 600 Sinus -NVS 12V",Endprüfung,53151,20,3600,6116,600,600.0,false,6716.0
UV-3158,1,"Gerät fertig montiert, geprüft SMI 600 Sinus -NVS 12V",Endprüfung,54598,20,3600,8573,600,600.0,false,9173.0
UV-3158,1,"Gerät fertig montiert, geprüft SMI 600 Sinus -NVS 12V",Endprüfung,56863,20,3600,5679,600,0.0,false,5679.0
UV-3158,1,"Gerät fertig montiert, geprüft SMI 600 Sinus -NVS 12V",Endprüfung,58193,20,3600,6738,600,0.0,false,6738.0
UV-3158,1,"Gerät fertig montiert, geprüft SMI 600 Sinus -NVS 12V",Endprüfung,59630,20,3600,7292,600,0.0,false,7292.0
UV-3158,1,"Gerät fertig montiert, geprüft SMI 600 Sinus -NVS 12V",Endprüfung,60840,20,3600,14700,600,600.0,false,15300.0
UV-3158,1,"Gerät fertig montiert, geprüft SMI 600 Sinus -NVS 12V",Endprüfung,63026,20,3600,1100,600,600.0,false,1700.0
UV-3158,1,"Gerät fertig montiert, geprüft SMI 600 Sinus -NVS 12V",Endprüfung,64519,20,3600,5650,600,0.0,false,5650.0
UV-3158,1,"Gerät fertig montiert, geprüft SMI 600 Sinus -NVS 12V",Endprüfung,65627,20,3600,0,600,12.0,false,12.0
UV-3177,1,"Gerät fertig montiert, geprüft SMI 1200 Sinus ST",Endprüfung,43760,10,1800,3575,0,0.0,false,3575.0
UV-3177,1,"Gerät fertig montiert, geprüft SMI 1200 Sinus ST",Endprüfung,44557,10,1800,1843,0,0.0,false,1843.0
UV-3177,1,"Gerät fertig montiert, geprüft SMI 1200 Sinus ST",Endprüfung,45185,10,1800,2288,0,0.0,false,2288.0
UV-3177,1,"Gerät fertig montiert, geprüft SMI 1200 Sinus ST",Endprüfung,46582,10,1800,2682,0,0.0,false,2682.0
UV-3177,1,"Gerät fertig montiert, geprüft SMI 1200 Sinus ST",Endprüfung,47132,10,1800,3629,0,0.0,false,3629.0
UV-3177,1,"Gerät fertig montiert, geprüft SMI 1200 Sinus ST",Endprüfung,47938,10,1800,2901,600,600.0,false,3501.0
UV-3177,1,"Gerät fertig montiert, geprüft SMI 1200 Sinus ST",Endprüfung,50054,20,3600,4657,600,600.0,false,5257.0
UV-3177,1,"Gerät fertig montiert, geprüft SMI 1200 Sinus ST",Endprüfung,55523,10,1800,1888,600,600.0,false,2488.0
UV-3177,1,"Gerät fertig montiert, geprüft SMI 1200 Sinus ST",Endprüfung,57175,10,1800,4919,600,600.0,false,5519.0
UV-3177,1,"Gerät fertig montiert, geprüft SMI 1200 Sinus ST",Endprüfung,60703,20,3600,878,600,600.0,false,1478.0
UV-3177,1,"Gerät fertig montiert, geprüft SMI 1200 Sinus ST",Endprüfung,62129,10,1800,6236,600,600.0,false,6836.0
UV-3177,1,"Gerät fertig montiert, geprüft SMI 1200 Sinus ST",Endprüfung,66331,10,1800,3694,600,600.0,false,4294.0
UV-3178,1,"Gerät fertig montiert, geprüft SMI 1200 Sinus ST-NVS",Endprüfung,43286,20,3600,59366,0,0.0,false,59366.0
UV-3178,1,"Gerät fertig montiert, geprüft SMI 1200 Sinus ST-NVS",Endprüfung,45439,20,3600,5326,0,0.0,false,5326.0
UV-3178,1,"Gerät fertig montiert, geprüft SMI 1200 Sinus ST-NVS",Endprüfung,47939,20,3600,9505,600,600.0,false,10105.0
UV-3178,1,"Gerät fertig montiert, geprüft SMI 1200 Sinus ST-NVS",Endprüfung,50839,20,3600,0,600,18.0,false,18.0
